# ---------------------------------------------------------
# STRING METHODS
START-SEARCH Event	The tables in this section describe user interface events, the user actions that generate the events, and widgets that have default behavior for the events. The term field&#8209;level widgets refers to any widgets that can be part of a field group in a frame: fill&#8209;ins, sliders, selection lists, toggle boxes, radio sets, editors, rectangles, images, text, buttons, combo boxes, and browse widgets. Frames, dialog boxes, windows, menus (including menu bars and pop&#8209;up menus), sub&#8209;menus, and menu items can also receive events. Note that there is frequently a distinction made between a browse widget and a single cell in an updateable browse. For the most part, a browse cell behaves as a fill&#8209;in widget. 	
STARTUP-PARAMETERS Attribute	Returns a character string containing a comma-separated list of all startup parameters you defined at startup for the current ABL session. 	-pf dbconnect.pf,-db sports2000,-H pclsmith,-S 5000,(end .pf)	-pf filename,(end .pf)	-parameter-name[ parameter-value][,-parameter-name[ parameter-value]]...	
StatBaseId Property	The StatBaseId property identifies the StatBase VST. This VST contains basic table and index statistics. You can pass the StatBaseId property to the GetVSTHandle() method to return the handle to the StatBase VST. This is a read-only property.	
STATE-DETAIL Attribute	A description that provides detail about the current state of the client-principal object. 	
Status Property	The status of an associated task (Progress.BPM.Task). Possible statuses include the following:	
STATUS Statement	Specifies the text that appears in the status line of a window. The AVM displays the following default messages on that line:	STATUS<br>  {   DEFAULT [ expression ]<br>    | INPUT [ OFF | expression ]<br>  }<br>  [ IN WINDOW window ]	
STATUS-AREA Attribute	Indicates whether a window has a status area.	
STATUS-AREA-FONT Attribute	The font number of the font used in the status area of a window.	
STOP Attribute	Set to TRUE, if the asynchronous request was executing when the client issued the CANCEL REQUESTS(&nbsp;) method.	
STOP Statement	Signals the STOP condition in the current block. By default, the STOP condition stops processing a procedure, backs out the active transaction, and unwinds the call stack until it returns to the startup procedure or the Procedure Editor. You can change this behavior by including the ON STOP phrase on a block statement.	STOP	DEFINE VARIABLE ans AS LOGICAL NO-UNDO.<br>&nbsp;<br>FOR EACH Customer:<br>  DISPLAY Customer.CustNum Customer.Name.<br>  UPDATE Customer.CreditLimit.<br>  ans = FALSE.<br>  MESSAGE "Stopping now undoes changes to this record.".<br>  MESSAGE "Do you want to stop now?" UPDATE ans.<br>  IF ans THEN STOP.<br>END.	DEFINE VARIABLE ans  AS LOGICAL NO-UNDO.<br>&nbsp;<br>FOR EACH Customer ON STOP UNDO, RETRY:<br>  DISPLAY Customer.CustNum Customer.Name.<br>  UPDATE Customer.CreditLimit.<br>  ans = FALSE.<br>  MESSAGE "Stopping now undoes changes to this record."<br>&nbsp;&nbsp;&nbsp;&nbsp;"Do you want to stop now?" <br>&nbsp;&nbsp;&nbsp;&nbsp;VIEW-AS ALERT-BOX QUESTION BUTTONS YES-NO UPDATE ans.<br>END.	
STOP-PARSING Method	Causes the parser to stop parsing the XML document. This lets an application search for particular data, then abort the parse as soon as the data are found.	STOP-PARSING (&nbsp;)	SELF:STOP-PARSING(&nbsp;).	
STOPPED Attribute	Indicates whether the last compilation stopped prior to completion.	
STREAM Attribute	A value that specifies the character set used for operating system file I/O &#8212; "ibm850" or "iso8859-1". 	
STRETCH-TO-FIT Attribute	Forces the image to expand or contract to fit within the image widget&#8217;s boundaries.	
STRICT Attribute	Determines if the SAX-writer object should ensure that the XML document is well formed XML.	
STRING Function	Converts a value of any data type into a character value. 	STRING ( source [ , format ] )	
String Property	Returned by the GetType method on a JsonObject or JsonArray indicating that the JSON data type  for the specified property or element is string.	
STRING-VALUE Method	The string value (which the AVM computes at run time) of the contents of the buffer-field object.	STRING-VALUE ( [ i ] ) 	
SUB-MENU Widget	A submenu can be a pull&#8209;down menu within a menu bar, or a submenu within a pull&#8209;down menu or pop&#8209;up menu. You can define a static submenu with the DEFINE SUB-MENU statement. You can use the CREATE widget statement to create a dynamic submenu. For example:			
Subscribe Method	Subscribes an event handler method or procedure to an ABL or .NET class event. This is a built-in event method for managing class events. For more information, see the Subscribe(&nbsp;) event method reference entry.	
SUBSCRIBE Statement	Creates a subscription to an ABL named event. 	SUBSCRIBE [ PROCEDURE subscriber-handle ] [ TO ] event-name <br>&nbsp;&nbsp;{ IN publisher-handle | ANYWHERE }<br>&nbsp;&nbsp;[ RUN-PROCEDURE local-internal-procedure ]&nbsp;&nbsp;[ NO-ERROR ]	
SUBSTITUTE Function	This function returns a character string that is made up of a base string plus the substitution of arguments in the string. It allows you to use a single string in place of concatenated strings. It is designed to simplify the task of translating an application from one language to another. This function is similar to the sprintf function in the C programming language.	SUBSTITUTE ( base-string [ , arg ] ... )	
SUBSTRING Function	Extracts a portion of a character string from a field or variable.	SUBSTRING ( source , position [ , length [ , type ] ] )	
SUBSTRING Statement	Inserts content from a specified expression into a field or variable, optionally replacing existing characters, bytes, or columns.	SUBSTRING ( target , position [ , length [ , type ] ] ) = expression 	
Subtract Method	Subtracts the underlying value of the first enumeration type from the second enumeration type and returns the difference as a new instance. 	EnumHelper:Subtract ( INPUT enum1 AS CLASS System.Enum, <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; INPUT enum2 AS CLASS System.Enum )	
SUBTYPE Attribute	The subtype of a widget.	
Success Property	An authentication status code that indicates that user credentials have been successfully authenticated.	
SUPER Function	Runs the super procedure version of the current user-defined function.	SUPER [ ( parameter [ , parameter ] ...  ) ]	
SUPER Statement	Invokes a constructor for the immediate super class as the first statement in a constructor of the defining class.	SUPER ( [ parameter [ , parameter ] ... ] )	
SuperClass Property	The object reference for the super class type information, if the user-defined class is a subclass or is an interface that the subclass implements, including an inherited interface. Otherwise, the value of this property is the Unknown value (?). If the Progress.Lang.Class is for an ABL class that inherits a .NET class, this property also returns the Unknown value (?).	
SUPER-PROCEDURES Attribute	A list of the super procedure handles associated with a procedure file or with the current ABL session. The handles appear in last in first out (LIFO) order, comma-delimited, in character format. Returns the empty string for a Web service procedure. 	
SUPPRESS-NAMESPACE-PROCESSING Attribute	Indicates whether namespace processing is suppressed.	
SUPPRESS-WARNINGS Attribute	Indicates whether the AVM suppresses warning messages during the session.	
SUPPRESS-WARNINGS-LIST Attribute	A character expression with a comma separated list of warning message numbers to suppress. 	
SYMMETRIC-ENCRYPTION-ALGORITHM Attribute	A character string that specifies the name of the default cryptographic algorithm to use with the ENCRYPT and DECRYPT functions. The default value is "AES_CBC_128".	
SYMMETRIC-ENCRYPTION-IV Attribute	The default initialization vector value to use with the encryption key in the ENCRYPT and DECRYPT functions. The default value is the Unknown value (?), which indicates that no initialization vector value is used.	
SYMMETRIC-ENCRYPTION-KEY Attribute	The default encryption key (a binary value) to use with the ENCRYPT and DECRYPT functions. The default value is the Unknown value (?). 	
SYMMETRIC-SUPPORT Attribute	Returns a comma-separated list of supported cryptographic algorithm names to use in encrypting and decrypting data. Each algorithm name is a concatenation of three character expressions that identify an algorithm, mode, and key size. 	
SYNCHRONIZE Event	The tables in this section describe user interface events, the user actions that generate the events, and widgets that have default behavior for the events. The term field&#8209;level widgets refers to any widgets that can be part of a field group in a frame: fill&#8209;ins, sliders, selection lists, toggle boxes, radio sets, editors, rectangles, images, text, buttons, combo boxes, and browse widgets. Frames, dialog boxes, windows, menus (including menu bars and pop&#8209;up menus), sub&#8209;menus, and menu items can also receive events. Note that there is frequently a distinction made between a browse widget and a single cell in an updateable browse. For the most part, a browse cell behaves as a fill&#8209;in widget. 	
SYNCHRONIZE Method	Synchronizes a hierarchy of data-relation queries on a parent buffer.	hBuff:SYNCHRONIZE (&nbsp;)	
SYSTEM-ALERT-BOXES Attribute	Indicates whether the AVM displays system messages in alert boxes.	
SYSTEM-HELP Statement	The SYSTEM-HELP statement calls the Microsoft Windows Help engine to display Windows Help topics, and the HTML Help engine to display HTML Help topics. 	SYSTEM-HELP file-string <br>&nbsp;&nbsp;[ WINDOW-NAME window-name ]<br>&nbsp;&nbsp;{ &nbsp;&nbsp;CONTENTS<br>&nbsp;&nbsp;&nbsp;&nbsp;| CONTEXT int-expr <br>&nbsp;&nbsp;&nbsp;&nbsp;| HELP-TOPIC string <br>&nbsp;&nbsp;&nbsp;&nbsp;| KEY string <br>&nbsp;&nbsp;&nbsp;&nbsp;| ALTERNATE-KEY string <br>&nbsp;&nbsp;&nbsp;&nbsp;| POSITION X x Y y WIDTH dx HEIGHT dy <br>&nbsp;&nbsp;&nbsp;&nbsp;| POSITION MAXIMIZE<br>&nbsp;&nbsp;&nbsp;&nbsp;| QUIT<br>&nbsp;&nbsp;&nbsp;&nbsp;| SET-CONTENTS int-expr <br>&nbsp;&nbsp;&nbsp;&nbsp;| CONTEXT-POPUP int-expr <br>&nbsp;&nbsp;&nbsp;&nbsp;| PARTIAL-KEY string <br>&nbsp;&nbsp;&nbsp;&nbsp;| MULTIPLE-KEY char TEXT string <br>&nbsp;&nbsp;&nbsp;&nbsp;| COMMAND string <br>&nbsp;&nbsp;&nbsp;&nbsp;| FINDER<br>&nbsp;&nbsp;&nbsp;&nbsp;| FORCE-FILE<br>&nbsp;&nbsp;&nbsp;&nbsp;| HELP<br>&nbsp;&nbsp;}	
SYSTEM-ID Attribute	Returns the system ID of the external DTD from which an XML document was generated. This contains the path to the DTD which is either a file system path or an HTTP URL. The ABL parser uses this information to retrieve the DTD when parsing the document. 	
TAB Event	The tables in this section describe user interface events, the user actions that generate the events, and widgets that have default behavior for the events. The term field&#8209;level widgets refers to any widgets that can be part of a field group in a frame: fill&#8209;ins, sliders, selection lists, toggle boxes, radio sets, editors, rectangles, images, text, buttons, combo boxes, and browse widgets. Frames, dialog boxes, windows, menus (including menu bars and pop&#8209;up menus), sub&#8209;menus, and menu items can also receive events. Note that there is frequently a distinction made between a browse widget and a single cell in an updateable browse. For the most part, a browse cell behaves as a fill&#8209;in widget. 	
TABLE Attribute	The name of the database table containing the field associated with a widget, buffer, or buffer-field.	
TABLE-CRC-LIST Attribute	Returns a comma-separated list of the CRC value for each table referenced in the r-code file specified by the RCODE-INFO:FILE-NAME attribute. 	
TABLE-HANDLE Attribute	Returns the handle of a temp&#8209;table object, if any, associated with the buffer object. If the buffer is not associated with a temp&#8209;table object, it returns the Unknown value (?). 	
TABLE-LIST Attribute	Returns a comma-separated list of all tables referenced in the r-code file specified by the RCODE-INFO:FILE-NAME attribute. Each table reference includes the table name and related database name (for&nbsp;example: SPORTS.CUSTOMER). 	
TABLE-NUMBER Attribute	The sequence number, within the database, of the table that corresponds to a buffer.	
TableSchema Property	References a Progress.Data.TableDesc class instance that specifies schema information for the data associated with a BindingSource object.	
TableStatId Property	The TableStatId property identifies the TableStat VST. This VST displays statistics on the number of accesses to a specific range of tables. You can pass the TableStatId property to the GetVSTHandle() method to return the handle to the TableStat VST. This is a read-only property.	
TAB-POSITION Attribute	The tab order of a widget within its field group.	
TAB-STOP Attribute	Returns TRUE if the widget is in its parent&#8217;s tab chain.	
Tag Property	A variable that lets the developer store an arbitrary string value.	
TARGET-PROCEDURE Handle	From within an internal procedure: A handle to the procedure file mentioned, explicitly or implicitly, by the original RUN statement that invoked (perhaps through a chain of super procedures) the current internal procedure.	TARGET-PROCEDURE [ :attribute | :method ]	
TEMP-DIRECTORY Attribute	The name of the directory in which the AVM stores temporary files during the session. 	
TempTableCount Property	Returns the number of instances of static and dynamic temp-tables in the current session, You will have two instances of the same temp-table when there are two instances of a persistent procedure containing a static temp-table.	
TempTablePeak Property	Returns the highest temp-table ID used in a temp-table session irrespective of whether the temp-table is created statically or dynamically. This might help when you make adjustments to the -tttablerangesize parameter. 	
